#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-03 01:22:10
#Fields: date time cs-method cs-uri-stem c-ip cs-version cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-bytes
2018-04-03 01:22:10 GET / 169.54.244.84 HTTP/1.1 - - birdkernanddalmia.com 200 0 6423
2018-04-03 01:35:27 GET / 46.118.127.172 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+ru)+Opera+8.01 http://elementspluss.ru/ www.birdkernanddalmia.com 200 0 6423
2018-04-03 01:35:29 GET / 46.118.127.172 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+ru)+Opera+8.01 http://elementspluss.ru/ www.birdkernanddalmia.com 200 0 6423
2018-04-03 01:35:30 GET / 46.118.127.172 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+ru)+Opera+8.01 http://elementspluss.ru/ www.birdkernanddalmia.com 200 0 6423
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-03 01:51:26
#Fields: date time cs-method cs-uri-stem c-ip cs-version cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-bytes
2018-04-03 01:51:26 GET / 46.119.121.22 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+FunWebProducts;+MRA+4.6+(build+01425);+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727) http://game300.ru/ www.birdkernanddalmia.com 200 0 6423
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-03 02:54:04
#Fields: date time cs-method cs-uri-stem c-ip cs-version cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-bytes
2018-04-03 02:54:04 GET /marilynrbird.html 126.33.203.201 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_2_6+like+Mac+OS+X)+AppleWebKit/604.5.6+(KHTML,+like+Gecko)+Version/11.0+Mobile/15D100+Safari/604.1 - www.birdkernanddalmia.com 200 0 7428
2018-04-03 02:54:04 GET /apple-touch-icon-120x120-precomposed.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5529
2018-04-03 02:54:04 GET /apple-touch-icon-120x120.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5505
2018-04-03 02:54:05 GET /apple-touch-icon-precomposed.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5513
2018-04-03 02:54:05 GET /apple-touch-icon.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5489
2018-04-03 02:54:05 GET /favicon.ico 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5471
2018-04-03 02:54:05 GET /apple-touch-icon-120x120-precomposed.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5529
2018-04-03 02:54:05 GET /apple-touch-icon-120x120.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5505
2018-04-03 02:54:06 GET /apple-touch-icon-precomposed.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5513
2018-04-03 02:54:06 GET /apple-touch-icon.png 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5489
2018-04-03 02:54:06 GET /favicon.ico 126.33.203.201 HTTP/1.1 MobileSafari/604.1+CFNetwork/894+Darwin/17.4.0 - www.birdkernanddalmia.com 404 0 5471
2018-04-03 03:02:26 GET /robots.txt 46.229.164.98 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - www.birdkernanddalmia.com 404 0 5488
2018-04-03 03:03:16 GET / 17.58.100.71 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_10_1)+AppleWebKit/600.2.5+(KHTML,+like+Gecko)+Version/8.0.2+Safari/600.2.5+(Applebot/0.1;++http://www.apple.com/go/applebot) - www.birdkernanddalmia.com 200 0 6423
